Data-ID,Result-State,Result-Detail,rangeScoreInterno,payloadParamBTS.segmentacaoPolitica,faixaRendaBruta,payloadParam.solicitante.flagFuncionario,cpf6e7Digito,payloadParam.solicitante.flagCCRot,payloadParam.solicitante.mediaSaldoTotal,result:segmentacaoSubgrupo,expected:segmentacaoSubgrupo,result:alavancagem,expected:alavancagem,result:limiteTeto,expected:limiteTeto,result:limitePiso,expected:limitePiso,result:limiteFixo,expected:limiteFixo,result:aprovadoBAUAux,expected:aprovadoBAUAux,result:aprovadoSmallLimitsAux,expected:aprovadoSmallLimitsAux
53,,,R1,P1 - Funcionarios,a. < 4k,1,43,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
54,,,R1,P1 - Funcionarios,a. < 4k,1,44,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
55,,,R1,P1 - Funcionarios,a. < 4k,1,45,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
56,,,R1,P1 - Funcionarios,a. < 4k,1,46,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
57,,,R1,P1 - Funcionarios,a. < 4k,1,88,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
58,,,R1,P1 - Funcionarios,a. < 4k,1,89,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
59,,,R1,P1 - Funcionarios,a. < 4k,1,90,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
60,,,R1,P1 - Funcionarios,a. < 4k,1,91,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
61,,,R1,P1 - Funcionarios,a. < 4k,1,99,1,40000,,FU_4K_01,,1.0,,4000.0,,300.0,,0,,1,,0
62,,,R1,P1 - Funcionarios,b. 4k - 10k,0,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
63,,,R1,P1 - Funcionarios,b. 4k - 10k,0,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
64,,,R1,P1 - Funcionarios,b. 4k - 10k,0,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
65,,,R1,P1 - Funcionarios,b. 4k - 10k,0,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
66,,,R1,P1 - Funcionarios,b. 4k - 10k,0,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
67,,,R1,P1 - Funcionarios,b. 4k - 10k,0,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
68,,,R1,P1 - Funcionarios,b. 4k - 10k,0,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
69,,,R1,P1 - Funcionarios,b. 4k - 10k,0,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
70,,,R1,P1 - Funcionarios,b. 4k - 10k,0,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
71,,,R1,P1 - Funcionarios,b. 4k - 10k,0,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
72,,,R1,P1 - Funcionarios,b. 4k - 10k,0,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
73,,,R1,P1 - Funcionarios,b. 4k - 10k,0,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
74,,,R1,P1 - Funcionarios,b. 4k - 10k,0,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
75,,,R1,P1 - Funcionarios,b. 4k - 10k,0,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
76,,,R1,P1 - Funcionarios,b. 4k - 10k,0,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
77,,,R1,P1 - Funcionarios,b. 4k - 10k,1,0,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
78,,,R1,P1 - Funcionarios,b. 4k - 10k,1,09,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
79,,,R1,P1 - Funcionarios,b. 4k - 10k,1,10,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
80,,,R1,P1 - Funcionarios,b. 4k - 10k,1,14,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
81,,,R1,P1 - Funcionarios,b. 4k - 10k,1,19,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
82,,,R1,P1 - Funcionarios,b. 4k - 10k,1,20,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
83,,,R1,P1 - Funcionarios,b. 4k - 10k,1,43,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
84,,,R1,P1 - Funcionarios,b. 4k - 10k,1,44,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
85,,,R1,P1 - Funcionarios,b. 4k - 10k,1,45,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
86,,,R1,P1 - Funcionarios,b. 4k - 10k,1,46,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
87,,,R1,P1 - Funcionarios,b. 4k - 10k,1,88,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
88,,,R1,P1 - Funcionarios,b. 4k - 10k,1,89,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
89,,,R1,P1 - Funcionarios,b. 4k - 10k,1,90,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
90,,,R1,P1 - Funcionarios,b. 4k - 10k,1,91,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
91,,,R1,P1 - Funcionarios,b. 4k - 10k,1,99,1,40000,,FU_10K_01,,1.2,,7500.0,,300.0,,0,,1,,0
92,,,R1,P1 - Funcionarios,c. 10k - 15k,0,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
93,,,R1,P1 - Funcionarios,c. 10k - 15k,0,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
94,,,R1,P1 - Funcionarios,c. 10k - 15k,0,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
95,,,R1,P1 - Funcionarios,c. 10k - 15k,0,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
96,,,R1,P1 - Funcionarios,c. 10k - 15k,0,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
97,,,R1,P1 - Funcionarios,c. 10k - 15k,0,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
98,,,R1,P1 - Funcionarios,c. 10k - 15k,0,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
99,,,R1,P1 - Funcionarios,c. 10k - 15k,0,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
100,,,R1,P1 - Funcionarios,c. 10k - 15k,0,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
101,,,R1,P1 - Funcionarios,c. 10k - 15k,0,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
102,,,R1,P1 - Funcionarios,c. 10k - 15k,0,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
103,,,R1,P1 - Funcionarios,c. 10k - 15k,0,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
104,,,R1,P1 - Funcionarios,c. 10k - 15k,0,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
105,,,R1,P1 - Funcionarios,c. 10k - 15k,0,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
106,,,R1,P1 - Funcionarios,c. 10k - 15k,0,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
107,,,R1,P1 - Funcionarios,c. 10k - 15k,1,0,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
108,,,R1,P1 - Funcionarios,c. 10k - 15k,1,09,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
109,,,R1,P1 - Funcionarios,c. 10k - 15k,1,10,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
110,,,R1,P1 - Funcionarios,c. 10k - 15k,1,14,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
111,,,R1,P1 - Funcionarios,c. 10k - 15k,1,19,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
112,,,R1,P1 - Funcionarios,c. 10k - 15k,1,20,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
113,,,R1,P1 - Funcionarios,c. 10k - 15k,1,43,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
114,,,R1,P1 - Funcionarios,c. 10k - 15k,1,44,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
115,,,R1,P1 - Funcionarios,c. 10k - 15k,1,45,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
116,,,R1,P1 - Funcionarios,c. 10k - 15k,1,46,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
117,,,R1,P1 - Funcionarios,c. 10k - 15k,1,88,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
118,,,R1,P1 - Funcionarios,c. 10k - 15k,1,89,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
119,,,R1,P1 - Funcionarios,c. 10k - 15k,1,90,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
120,,,R1,P1 - Funcionarios,c. 10k - 15k,1,91,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
121,,,R1,P1 - Funcionarios,c. 10k - 15k,1,99,1,40000,,FU_15K_01,,1.2,,12000.0,,7500.0,,0,,1,,0
122,,,R1,P1 - Funcionarios,d. >= 15k,0,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
123,,,R1,P1 - Funcionarios,d. >= 15k,0,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
124,,,R1,P1 - Funcionarios,d. >= 15k,0,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
125,,,R1,P1 - Funcionarios,d. >= 15k,0,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
126,,,R1,P1 - Funcionarios,d. >= 15k,0,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
127,,,R1,P1 - Funcionarios,d. >= 15k,0,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
128,,,R1,P1 - Funcionarios,d. >= 15k,0,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
129,,,R1,P1 - Funcionarios,d. >= 15k,0,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
130,,,R1,P1 - Funcionarios,d. >= 15k,0,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
131,,,R1,P1 - Funcionarios,d. >= 15k,0,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
132,,,R1,P1 - Funcionarios,d. >= 15k,0,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
133,,,R1,P1 - Funcionarios,d. >= 15k,0,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
134,,,R1,P1 - Funcionarios,d. >= 15k,0,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
135,,,R1,P1 - Funcionarios,d. >= 15k,0,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
136,,,R1,P1 - Funcionarios,d. >= 15k,0,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
137,,,R1,P1 - Funcionarios,d. >= 15k,1,0,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
138,,,R1,P1 - Funcionarios,d. >= 15k,1,09,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
139,,,R1,P1 - Funcionarios,d. >= 15k,1,10,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
140,,,R1,P1 - Funcionarios,d. >= 15k,1,14,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
141,,,R1,P1 - Funcionarios,d. >= 15k,1,19,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
142,,,R1,P1 - Funcionarios,d. >= 15k,1,20,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
143,,,R1,P1 - Funcionarios,d. >= 15k,1,43,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
144,,,R1,P1 - Funcionarios,d. >= 15k,1,44,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
145,,,R1,P1 - Funcionarios,d. >= 15k,1,45,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
146,,,R1,P1 - Funcionarios,d. >= 15k,1,46,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
147,,,R1,P1 - Funcionarios,d. >= 15k,1,88,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
148,,,R1,P1 - Funcionarios,d. >= 15k,1,89,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
149,,,R1,P1 - Funcionarios,d. >= 15k,1,90,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
150,,,R1,P1 - Funcionarios,d. >= 15k,1,91,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
151,,,R1,P1 - Funcionarios,d. >= 15k,1,99,1,40000,,FU_P15K_01,,1.5,,30000.0,,10000.0,,0,,1,,0
152,,,R1,P1 - Funcionarios,z. Verificar,0,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
153,,,R1,P1 - Funcionarios,z. Verificar,0,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
154,,,R1,P1 - Funcionarios,z. Verificar,0,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
155,,,R1,P1 - Funcionarios,z. Verificar,0,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
156,,,R1,P1 - Funcionarios,z. Verificar,0,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
157,,,R1,P1 - Funcionarios,z. Verificar,0,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
158,,,R1,P1 - Funcionarios,z. Verificar,0,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
159,,,R1,P1 - Funcionarios,z. Verificar,0,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
160,,,R1,P1 - Funcionarios,z. Verificar,0,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
161,,,R1,P1 - Funcionarios,z. Verificar,0,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
162,,,R1,P1 - Funcionarios,z. Verificar,0,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
163,,,R1,P1 - Funcionarios,z. Verificar,0,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
164,,,R1,P1 - Funcionarios,z. Verificar,0,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
165,,,R1,P1 - Funcionarios,z. Verificar,0,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
166,,,R1,P1 - Funcionarios,z. Verificar,0,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
167,,,R1,P1 - Funcionarios,z. Verificar,1,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
168,,,R1,P1 - Funcionarios,z. Verificar,1,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
169,,,R1,P1 - Funcionarios,z. Verificar,1,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
170,,,R1,P1 - Funcionarios,z. Verificar,1,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
171,,,R1,P1 - Funcionarios,z. Verificar,1,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
172,,,R1,P1 - Funcionarios,z. Verificar,1,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
173,,,R1,P1 - Funcionarios,z. Verificar,1,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
174,,,R1,P1 - Funcionarios,z. Verificar,1,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
175,,,R1,P1 - Funcionarios,z. Verificar,1,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
176,,,R1,P1 - Funcionarios,z. Verificar,1,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
177,,,R1,P1 - Funcionarios,z. Verificar,1,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
178,,,R1,P1 - Funcionarios,z. Verificar,1,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
179,,,R1,P1 - Funcionarios,z. Verificar,1,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
180,,,R1,P1 - Funcionarios,z. Verificar,1,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
181,,,R1,P1 - Funcionarios,z. Verificar,1,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
182,,,R1,P2 - FOPAG,a. Sem renda,0,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
183,,,R1,P2 - FOPAG,a. Sem renda,0,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
184,,,R1,P2 - FOPAG,a. Sem renda,0,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
185,,,R1,P2 - FOPAG,a. Sem renda,0,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
186,,,R1,P2 - FOPAG,a. Sem renda,0,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
187,,,R1,P2 - FOPAG,a. Sem renda,0,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
188,,,R1,P2 - FOPAG,a. Sem renda,0,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
189,,,R1,P2 - FOPAG,a. Sem renda,0,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
190,,,R1,P2 - FOPAG,a. Sem renda,0,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
191,,,R1,P2 - FOPAG,a. Sem renda,0,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
192,,,R1,P2 - FOPAG,a. Sem renda,0,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
193,,,R1,P2 - FOPAG,a. Sem renda,0,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
194,,,R1,P2 - FOPAG,a. Sem renda,0,90,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
195,,,R1,P2 - FOPAG,a. Sem renda,0,91,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
196,,,R1,P2 - FOPAG,a. Sem renda,0,99,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
197,,,R1,P2 - FOPAG,a. Sem renda,1,0,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
198,,,R1,P2 - FOPAG,a. Sem renda,1,09,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
199,,,R1,P2 - FOPAG,a. Sem renda,1,10,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
200,,,R1,P2 - FOPAG,a. Sem renda,1,14,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
201,,,R1,P2 - FOPAG,a. Sem renda,1,19,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
202,,,R1,P2 - FOPAG,a. Sem renda,1,20,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
203,,,R1,P2 - FOPAG,a. Sem renda,1,43,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
204,,,R1,P2 - FOPAG,a. Sem renda,1,44,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
205,,,R1,P2 - FOPAG,a. Sem renda,1,45,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
206,,,R1,P2 - FOPAG,a. Sem renda,1,46,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
207,,,R1,P2 - FOPAG,a. Sem renda,1,88,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
208,,,R1,P2 - FOPAG,a. Sem renda,1,89,1,40000,,0,,0.0,,0.0,,0.0,,0,,0,,0
