Data-ID,Result-State,Result-Detail,payloadParam.etapa,flagErroAurora,flagErroVisaoCliente,marcacaoMesa,limiteDisponivel,valorContratadoCartao,maxDiasAtraso,indFNV,indReneg,result:regrasNegativas#1.nomeRegra,expected:regrasNegativas#1.nomeRegra,result:regrasNegativas#1.descRegra,expected:regrasNegativas#1.descRegra,result:listaLogs#1.nome,expected:listaLogs#1.nome,result:listaLogs#1.valor,expected:listaLogs#1.valor,result:regrasNegativas#2.nomeRegra,expected:regrasNegativas#2.nomeRegra,result:regrasNegativas#2.descRegra,expected:regrasNegativas#2.descRegra,result:listaLogs#2.nome,expected:listaLogs#2.nome,result:listaLogs#2.valor,expected:listaLogs#2.valor,result:regrasNegativas#3.nomeRegra,expected:regrasNegativas#3.nomeRegra,result:regrasNegativas#3.descRegra,expected:regrasNegativas#3.descRegra,result:listaLogs#3.nome,expected:listaLogs#3.nome,result:listaLogs#3.valor,expected:listaLogs#3.valor,result:regrasNegativas#4.nomeRegra,expected:regrasNegativas#4.nomeRegra,result:regrasNegativas#4.descRegra,expected:regrasNegativas#4.descRegra,result:listaLogs#4.nome,expected:listaLogs#4.nome,result:listaLogs#4.valor,expected:listaLogs#4.valor,result:regrasNegativas#5.nomeRegra,expected:regrasNegativas#5.nomeRegra,result:regrasNegativas#5.descRegra,expected:regrasNegativas#5.descRegra,result:listaLogs#5.nome,expected:listaLogs#5.nome,result:listaLogs#5.valor,expected:listaLogs#5.valor,result:statusDecisao,expected:statusDecisao,result:vlrLimiteAprovado,expected:vlrLimiteAprovado,result:versionamentoPolitica,expected:versionamentoPolitica
11,,,FILTROS POLITICA,false,false,-99999,-1,-1,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
12,,,FILTROS POLITICA,false,false,-99999,-1,-1,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
13,,,FILTROS POLITICA,false,false,-99999,-1,-1,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
14,,,FILTROS POLITICA,false,false,-99999,-1,-1,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
15,,,FILTROS POLITICA,false,false,-99999,-1,-1,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
16,,,FILTROS POLITICA,false,false,-99999,-1,-1,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
17,,,FILTROS POLITICA,false,false,-99999,-1,-1,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
18,,,FILTROS POLITICA,false,false,-99999,-1,-1,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
19,,,FILTROS POLITICA,false,false,-99999,-1,-1,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
20,,,FILTROS POLITICA,false,false,-99999,-1,-1,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
21,,,FILTROS POLITICA,false,false,-99999,-1,-1,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
22,,,FILTROS POLITICA,false,false,-99999,-1,-1,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
23,,,FILTROS POLITICA,false,false,-99999,-1,0,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
24,,,FILTROS POLITICA,false,false,-99999,-1,0,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
25,,,FILTROS POLITICA,false,false,-99999,-1,0,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
26,,,FILTROS POLITICA,false,false,-99999,-1,0,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
27,,,FILTROS POLITICA,false,false,-99999,-1,0,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
28,,,FILTROS POLITICA,false,false,-99999,-1,0,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
29,,,FILTROS POLITICA,false,false,-99999,-1,0,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
30,,,FILTROS POLITICA,false,false,-99999,-1,0,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
31,,,FILTROS POLITICA,false,false,-99999,-1,0,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
32,,,FILTROS POLITICA,false,false,-99999,-1,0,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
33,,,FILTROS POLITICA,false,false,-99999,-1,0,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
34,,,FILTROS POLITICA,false,false,-99999,-1,0,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
35,,,FILTROS POLITICA,false,false,-99999,-1,0,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
36,,,FILTROS POLITICA,false,false,-99999,-1,0,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
37,,,FILTROS POLITICA,false,false,-99999,-1,0,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
38,,,FILTROS POLITICA,false,false,-99999,-1,0,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
39,,,FILTROS POLITICA,false,false,-99999,-1,0,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
40,,,FILTROS POLITICA,false,false,-99999,-1,0,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
41,,,FILTROS POLITICA,false,false,-99999,-1,0,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
42,,,FILTROS POLITICA,false,false,-99999,-1,0,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
43,,,FILTROS POLITICA,false,false,-99999,-1,1,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
44,,,FILTROS POLITICA,false,false,-99999,-1,1,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
45,,,FILTROS POLITICA,false,false,-99999,-1,1,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
46,,,FILTROS POLITICA,false,false,-99999,-1,1,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
47,,,FILTROS POLITICA,false,false,-99999,-1,1,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
48,,,FILTROS POLITICA,false,false,-99999,-1,1,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
49,,,FILTROS POLITICA,false,false,-99999,-1,1,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
50,,,FILTROS POLITICA,false,false,-99999,-1,1,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
51,,,FILTROS POLITICA,false,false,-99999,-1,1,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
52,,,FILTROS POLITICA,false,false,-99999,-1,1,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
53,,,FILTROS POLITICA,false,false,-99999,-1,1,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
54,,,FILTROS POLITICA,false,false,-99999,-1,1,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
55,,,FILTROS POLITICA,false,false,-99999,-1,1,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
56,,,FILTROS POLITICA,false,false,-99999,-1,1,6,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
57,,,FILTROS POLITICA,false,false,-99999,-1,1,6,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
58,,,FILTROS POLITICA,false,false,-99999,-1,1,6,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
59,,,FILTROS POLITICA,false,false,-99999,-1,1,-99999,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
60,,,FILTROS POLITICA,false,false,-99999,-1,1,-99999,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
61,,,FILTROS POLITICA,false,false,-99999,-1,1,-99999,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
62,,,FILTROS POLITICA,false,false,-99999,-1,1,-99999,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
63,,,FILTROS POLITICA,false,false,-99999,-1,-99999,0,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
64,,,FILTROS POLITICA,false,false,-99999,-1,-99999,0,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
65,,,FILTROS POLITICA,false,false,-99999,-1,-99999,0,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
66,,,FILTROS POLITICA,false,false,-99999,-1,-99999,0,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
67,,,FILTROS POLITICA,false,false,-99999,-1,-99999,4,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
68,,,FILTROS POLITICA,false,false,-99999,-1,-99999,4,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
69,,,FILTROS POLITICA,false,false,-99999,-1,-99999,4,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
70,,,FILTROS POLITICA,false,false,-99999,-1,-99999,4,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
71,,,FILTROS POLITICA,false,false,-99999,-1,-99999,5,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
72,,,FILTROS POLITICA,false,false,-99999,-1,-99999,5,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
73,,,FILTROS POLITICA,false,false,-99999,-1,-99999,5,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
74,,,FILTROS POLITICA,false,false,-99999,-1,-99999,5,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
75,,,FILTROS POLITICA,false,false,-99999,-1,-99999,6,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
76,,,FILTROS POLITICA,false,false,-99999,-1,-99999,6,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
77,,,FILTROS POLITICA,false,false,-99999,-1,-99999,6,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
78,,,FILTROS POLITICA,false,false,-99999,-1,-99999,6,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,2
79,,,FILTROS POLITICA,false,false,-99999,-1,-99999,-99999,true,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
80,,,FILTROS POLITICA,false,false,-99999,-1,-99999,-99999,true,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
81,,,FILTROS POLITICA,false,false,-99999,-1,-99999,-99999,false,true,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
82,,,FILTROS POLITICA,false,false,-99999,-1,-99999,-99999,false,false,,fn_nulosValidacoesInternas,,55. Não possui a informação de valor contratado cartão,,,,,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,fn_nulosValidacoesInternas,,57. Não possui a informação de maximo dias atraso,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,3
83,,,FILTROS POLITICA,false,false,-99999,0,-1,0,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
84,,,FILTROS POLITICA,false,false,-99999,0,-1,0,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
85,,,FILTROS POLITICA,false,false,-99999,0,-1,0,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
86,,,FILTROS POLITICA,false,false,-99999,0,-1,0,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
87,,,FILTROS POLITICA,false,false,-99999,0,-1,4,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
88,,,FILTROS POLITICA,false,false,-99999,0,-1,4,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
89,,,FILTROS POLITICA,false,false,-99999,0,-1,4,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
90,,,FILTROS POLITICA,false,false,-99999,0,-1,4,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
91,,,FILTROS POLITICA,false,false,-99999,0,-1,5,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
92,,,FILTROS POLITICA,false,false,-99999,0,-1,5,true,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
93,,,FILTROS POLITICA,false,false,-99999,0,-1,5,false,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
94,,,FILTROS POLITICA,false,false,-99999,0,-1,5,false,false,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
95,,,FILTROS POLITICA,false,false,-99999,0,-1,6,true,true,,fn_nulosValidacoesInternas,,56. Não possui a informação de marcação mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGADO,,0,,1
