Data-ID,Result-State,Result-Detail,payloadParam.solicitante.rendaLiquidaPicpay,alavancagem,limitePiso,limiteFixo,limiteTeto,result:limite,expected:limite
240,,,-99999.0,0.2,300,200,5000,,200.0
241,,,-99999.0,0.2,300,200,5500,,200.0
242,,,-99999.0,0.2,300,200,6000,,200.0
243,,,-99999.0,0.2,300,200,7000,,200.0
244,,,-99999.0,0.2,300,200,7500,,200.0
245,,,-99999.0,0.2,300,200,9500,,200.0
246,,,-99999.0,0.2,300,200,9600,,200.0
247,,,-99999.0,0.2,300,200,10000,,200.0
248,,,-99999.0,0.2,300,200,12000,,200.0
249,,,-99999.0,0.2,300,200,15000,,200.0
250,,,-99999.0,0.2,300,200,20000,,200.0
251,,,-99999.0,0.2,300,200,30000,,200.0
252,,,-99999.0,0.2,300,200,40000,,200.0
253,,,-99999.0,0.2,1000,0,100,,100.0
254,,,-99999.0,0.2,1000,0,200,,200.0
255,,,-99999.0,0.2,1000,0,700,,700.0
256,,,-99999.0,0.2,1000,0,1100,,1000.0
257,,,-99999.0,0.2,1000,0,2000,,1000.0
258,,,-99999.0,0.2,1000,0,2300,,1000.0
259,,,-99999.0,0.2,1000,0,2400,,1000.0
260,,,-99999.0,0.2,1000,0,2500,,1000.0
261,,,-99999.0,0.2,1000,0,3000,,1000.0
262,,,-99999.0,0.2,1000,0,3200,,1000.0
263,,,-99999.0,0.2,1000,0,3400,,1000.0
264,,,-99999.0,0.2,1000,0,3600,,1000.0
265,,,-99999.0,0.2,1000,0,3800,,1000.0
266,,,-99999.0,0.2,1000,0,4000,,1000.0
267,,,-99999.0,0.2,1000,0,4500,,1000.0
268,,,-99999.0,0.2,1000,0,5000,,1000.0
269,,,-99999.0,0.2,1000,0,5500,,1000.0
270,,,-99999.0,0.2,1000,0,6000,,1000.0
271,,,-99999.0,0.2,1000,0,7000,,1000.0
272,,,-99999.0,0.2,1000,0,7500,,1000.0
273,,,-99999.0,0.2,1000,0,9500,,1000.0
274,,,-99999.0,0.2,1000,0,9600,,1000.0
275,,,-99999.0,0.2,1000,0,10000,,1000.0
276,,,-99999.0,0.2,1000,0,12000,,1000.0
277,,,-99999.0,0.2,1000,0,15000,,1000.0
278,,,-99999.0,0.2,1000,0,20000,,1000.0
279,,,-99999.0,0.2,1000,0,30000,,1000.0
280,,,-99999.0,0.2,1000,0,40000,,1000.0
281,,,-99999.0,0.2,1000,100,100,,100.0
282,,,-99999.0,0.2,1000,100,200,,100.0
283,,,-99999.0,0.2,1000,100,700,,100.0
284,,,-99999.0,0.2,1000,100,1100,,100.0
285,,,-99999.0,0.2,1000,100,2000,,100.0
286,,,-99999.0,0.2,1000,100,2300,,100.0
287,,,-99999.0,0.2,1000,100,2400,,100.0
288,,,-99999.0,0.2,1000,100,2500,,100.0
289,,,-99999.0,0.2,1000,100,3000,,100.0
290,,,-99999.0,0.2,1000,100,3200,,100.0
291,,,-99999.0,0.2,1000,100,3400,,100.0
292,,,-99999.0,0.2,1000,100,3600,,100.0
293,,,-99999.0,0.2,1000,100,3800,,100.0
294,,,-99999.0,0.2,1000,100,4000,,100.0
295,,,-99999.0,0.2,1000,100,4500,,100.0
296,,,-99999.0,0.2,1000,100,5000,,100.0
297,,,-99999.0,0.2,1000,100,5500,,100.0
298,,,-99999.0,0.2,1000,100,6000,,100.0
299,,,-99999.0,0.2,1000,100,7000,,100.0
300,,,-99999.0,0.2,1000,100,7500,,100.0
301,,,-99999.0,0.2,1000,100,9500,,100.0
302,,,-99999.0,0.2,1000,100,9600,,100.0
303,,,-99999.0,0.2,1000,100,10000,,100.0
304,,,-99999.0,0.2,1000,100,12000,,100.0
305,,,-99999.0,0.2,1000,100,15000,,100.0
306,,,-99999.0,0.2,1000,100,20000,,100.0
307,,,-99999.0,0.2,1000,100,30000,,100.0
308,,,-99999.0,0.2,1000,100,40000,,100.0
309,,,-99999.0,0.2,1000,200,100,,200.0
310,,,-99999.0,0.2,1000,200,200,,200.0
311,,,-99999.0,0.2,1000,200,700,,200.0
312,,,-99999.0,0.2,1000,200,1100,,200.0
313,,,-99999.0,0.2,1000,200,2000,,200.0
314,,,-99999.0,0.2,1000,200,2300,,200.0
315,,,-99999.0,0.2,1000,200,2400,,200.0
316,,,-99999.0,0.2,1000,200,2500,,200.0
317,,,-99999.0,0.2,1000,200,3000,,200.0
318,,,-99999.0,0.2,1000,200,3200,,200.0
319,,,-99999.0,0.2,1000,200,3400,,200.0
320,,,-99999.0,0.2,1000,200,3600,,200.0
321,,,-99999.0,0.2,1000,200,3800,,200.0
322,,,-99999.0,0.2,1000,200,4000,,200.0
323,,,-99999.0,0.2,1000,200,4500,,200.0
324,,,-99999.0,0.2,1000,200,5000,,200.0
325,,,-99999.0,0.2,1000,200,5500,,200.0
326,,,-99999.0,0.2,1000,200,6000,,200.0
327,,,-99999.0,0.2,1000,200,7000,,200.0
328,,,-99999.0,0.2,1000,200,7500,,200.0
329,,,-99999.0,0.2,1000,200,9500,,200.0
330,,,-99999.0,0.2,1000,200,9600,,200.0
331,,,-99999.0,0.2,1000,200,10000,,200.0
332,,,-99999.0,0.2,1000,200,12000,,200.0
333,,,-99999.0,0.2,1000,200,15000,,200.0
334,,,-99999.0,0.2,1000,200,20000,,200.0
335,,,-99999.0,0.2,1000,200,30000,,200.0
336,,,-99999.0,0.2,1000,200,40000,,200.0
337,,,-99999.0,0.2,4000,0,100,,100.0
338,,,-99999.0,0.2,4000,0,200,,200.0
339,,,-99999.0,0.2,4000,0,700,,700.0
340,,,-99999.0,0.2,4000,0,1100,,1100.0
341,,,-99999.0,0.2,4000,0,2000,,2000.0
342,,,-99999.0,0.2,4000,0,2300,,2300.0
343,,,-99999.0,0.2,4000,0,2400,,2400.0
344,,,-99999.0,0.2,4000,0,2500,,2500.0
345,,,-99999.0,0.2,4000,0,3000,,3000.0
346,,,-99999.0,0.2,4000,0,3200,,3200.0
347,,,-99999.0,0.2,4000,0,3400,,3400.0
348,,,-99999.0,0.2,4000,0,3600,,4000.0
349,,,-99999.0,0.2,4000,0,3800,,4000.0
350,,,-99999.0,0.2,4000,0,4000,,4000.0
351,,,-99999.0,0.2,4000,0,4500,,4000.0
352,,,-99999.0,0.2,4000,0,5000,,4000.0
353,,,-99999.0,0.2,4000,0,5500,,4000.0
354,,,-99999.0,0.2,4000,0,6000,,4000.0
355,,,-99999.0,0.2,4000,0,7000,,4000.0
356,,,-99999.0,0.2,4000,0,7500,,4000.0
357,,,-99999.0,0.2,4000,0,9500,,4000.0
358,,,-99999.0,0.2,4000,0,9600,,4000.0
359,,,-99999.0,0.2,4000,0,10000,,4000.0
360,,,-99999.0,0.2,4000,0,12000,,4000.0
361,,,-99999.0,0.2,4000,0,15000,,4000.0
362,,,-99999.0,0.2,4000,0,20000,,4000.0
363,,,-99999.0,0.2,4000,0,30000,,4000.0
364,,,-99999.0,0.2,4000,0,40000,,4000.0
365,,,-99999.0,0.2,4000,100,100,,100.0
366,,,-99999.0,0.2,4000,100,200,,100.0
367,,,-99999.0,0.2,4000,100,700,,100.0
368,,,-99999.0,0.2,4000,100,1100,,100.0
369,,,-99999.0,0.2,4000,100,2000,,100.0
370,,,-99999.0,0.2,4000,100,2300,,100.0
371,,,-99999.0,0.2,4000,100,2400,,100.0
372,,,-99999.0,0.2,4000,100,2500,,100.0
373,,,-99999.0,0.2,4000,100,3000,,100.0
374,,,-99999.0,0.2,4000,100,3200,,100.0
375,,,-99999.0,0.2,4000,100,3400,,100.0
376,,,-99999.0,0.2,4000,100,3600,,100.0
377,,,-99999.0,0.2,4000,100,3800,,100.0
378,,,-99999.0,0.2,4000,100,4000,,100.0
379,,,-99999.0,0.2,4000,100,4500,,100.0
380,,,-99999.0,0.2,4000,100,5000,,100.0
381,,,-99999.0,0.2,4000,100,5500,,100.0
382,,,-99999.0,0.2,4000,100,6000,,100.0
383,,,-99999.0,0.2,4000,100,7000,,100.0
384,,,-99999.0,0.2,4000,100,7500,,100.0
385,,,-99999.0,0.2,4000,100,9500,,100.0
386,,,-99999.0,0.2,4000,100,9600,,100.0
387,,,-99999.0,0.2,4000,100,10000,,100.0
388,,,-99999.0,0.2,4000,100,12000,,100.0
389,,,-99999.0,0.2,4000,100,15000,,100.0
390,,,-99999.0,0.2,4000,100,20000,,100.0
391,,,-99999.0,0.2,4000,100,30000,,100.0
392,,,-99999.0,0.2,4000,100,40000,,100.0
393,,,-99999.0,0.2,4000,200,100,,200.0
394,,,-99999.0,0.2,4000,200,200,,200.0
395,,,-99999.0,0.2,4000,200,700,,200.0
396,,,-99999.0,0.2,4000,200,1100,,200.0
397,,,-99999.0,0.2,4000,200,2000,,200.0
398,,,-99999.0,0.2,4000,200,2300,,200.0
399,,,-99999.0,0.2,4000,200,2400,,200.0
400,,,-99999.0,0.2,4000,200,2500,,200.0
401,,,-99999.0,0.2,4000,200,3000,,200.0
402,,,-99999.0,0.2,4000,200,3200,,200.0
403,,,-99999.0,0.2,4000,200,3400,,200.0
404,,,-99999.0,0.2,4000,200,3600,,200.0
405,,,-99999.0,0.2,4000,200,3800,,200.0
406,,,-99999.0,0.2,4000,200,4000,,200.0
407,,,-99999.0,0.2,4000,200,4500,,200.0
408,,,-99999.0,0.2,4000,200,5000,,200.0
409,,,-99999.0,0.2,4000,200,5500,,200.0
410,,,-99999.0,0.2,4000,200,6000,,200.0
411,,,-99999.0,0.2,4000,200,7000,,200.0
412,,,-99999.0,0.2,4000,200,7500,,200.0
413,,,-99999.0,0.2,4000,200,9500,,200.0
414,,,-99999.0,0.2,4000,200,9600,,200.0
415,,,-99999.0,0.2,4000,200,10000,,200.0
416,,,-99999.0,0.2,4000,200,12000,,200.0
417,,,-99999.0,0.2,4000,200,15000,,200.0
418,,,-99999.0,0.2,4000,200,20000,,200.0
419,,,-99999.0,0.2,4000,200,30000,,200.0
420,,,-99999.0,0.2,4000,200,40000,,200.0
421,,,-99999.0,0.2,4500,0,100,,100.0
422,,,-99999.0,0.2,4500,0,200,,200.0
423,,,-99999.0,0.2,4500,0,700,,700.0
424,,,-99999.0,0.2,4500,0,1100,,1100.0
425,,,-99999.0,0.2,4500,0,2000,,2000.0
426,,,-99999.0,0.2,4500,0,2300,,2300.0
427,,,-99999.0,0.2,4500,0,2400,,2400.0
428,,,-99999.0,0.2,4500,0,2500,,2500.0
429,,,-99999.0,0.2,4500,0,3000,,3000.0
430,,,-99999.0,0.2,4500,0,3200,,3200.0
431,,,-99999.0,0.2,4500,0,3400,,3400.0
432,,,-99999.0,0.2,4500,0,3600,,4000.0
433,,,-99999.0,0.2,4500,0,3800,,4000.0
434,,,-99999.0,0.2,4500,0,4000,,4000.0
435,,,-99999.0,0.2,4500,0,4500,,4500.0
436,,,-99999.0,0.2,4500,0,5000,,4500.0
437,,,-99999.0,0.2,4500,0,5500,,4500.0
438,,,-99999.0,0.2,4500,0,6000,,4500.0
439,,,-99999.0,0.2,4500,0,7000,,4500.0
440,,,-99999.0,0.2,4500,0,7500,,4500.0
441,,,-99999.0,0.2,4500,0,9500,,4500.0
442,,,-99999.0,0.2,4500,0,9600,,4500.0
443,,,-99999.0,0.2,4500,0,10000,,4500.0
444,,,-99999.0,0.2,4500,0,12000,,4500.0
445,,,-99999.0,0.2,4500,0,15000,,4500.0
446,,,-99999.0,0.2,4500,0,20000,,4500.0
447,,,-99999.0,0.2,4500,0,30000,,4500.0
448,,,-99999.0,0.2,4500,0,40000,,4500.0
449,,,-99999.0,0.2,4500,100,100,,100.0
450,,,-99999.0,0.2,4500,100,200,,100.0
451,,,-99999.0,0.2,4500,100,700,,100.0
452,,,-99999.0,0.2,4500,100,1100,,100.0
453,,,-99999.0,0.2,4500,100,2000,,100.0
454,,,-99999.0,0.2,4500,100,2300,,100.0
455,,,-99999.0,0.2,4500,100,2400,,100.0
456,,,-99999.0,0.2,4500,100,2500,,100.0
457,,,-99999.0,0.2,4500,100,3000,,100.0
458,,,-99999.0,0.2,4500,100,3200,,100.0
459,,,-99999.0,0.2,4500,100,3400,,100.0
460,,,-99999.0,0.2,4500,100,3600,,100.0
461,,,-99999.0,0.2,4500,100,3800,,100.0
462,,,-99999.0,0.2,4500,100,4000,,100.0
463,,,-99999.0,0.2,4500,100,4500,,100.0
464,,,-99999.0,0.2,4500,100,5000,,100.0
465,,,-99999.0,0.2,4500,100,5500,,100.0
466,,,-99999.0,0.2,4500,100,6000,,100.0
467,,,-99999.0,0.2,4500,100,7000,,100.0
468,,,-99999.0,0.2,4500,100,7500,,100.0
469,,,-99999.0,0.2,4500,100,9500,,100.0
470,,,-99999.0,0.2,4500,100,9600,,100.0
471,,,-99999.0,0.2,4500,100,10000,,100.0
472,,,-99999.0,0.2,4500,100,12000,,100.0
473,,,-99999.0,0.2,4500,100,15000,,100.0
474,,,-99999.0,0.2,4500,100,20000,,100.0
475,,,-99999.0,0.2,4500,100,30000,,100.0
476,,,-99999.0,0.2,4500,100,40000,,100.0
477,,,-99999.0,0.2,4500,200,100,,200.0
478,,,-99999.0,0.2,4500,200,200,,200.0
479,,,-99999.0,0.2,4500,200,700,,200.0
480,,,-99999.0,0.2,4500,200,1100,,200.0
481,,,-99999.0,0.2,4500,200,2000,,200.0
482,,,-99999.0,0.2,4500,200,2300,,200.0
483,,,-99999.0,0.2,4500,200,2400,,200.0
484,,,-99999.0,0.2,4500,200,2500,,200.0
485,,,-99999.0,0.2,4500,200,3000,,200.0
486,,,-99999.0,0.2,4500,200,3200,,200.0
487,,,-99999.0,0.2,4500,200,3400,,200.0
488,,,-99999.0,0.2,4500,200,3600,,200.0
489,,,-99999.0,0.2,4500,200,3800,,200.0
490,,,-99999.0,0.2,4500,200,4000,,200.0
491,,,-99999.0,0.2,4500,200,4500,,200.0
492,,,-99999.0,0.2,4500,200,5000,,200.0
493,,,-99999.0,0.2,4500,200,5500,,200.0
494,,,-99999.0,0.2,4500,200,6000,,200.0
495,,,-99999.0,0.2,4500,200,7000,,200.0
496,,,-99999.0,0.2,4500,200,7500,,200.0
497,,,-99999.0,0.2,4500,200,9500,,200.0
498,,,-99999.0,0.2,4500,200,9600,,200.0
499,,,-99999.0,0.2,4500,200,10000,,200.0
500,,,-99999.0,0.2,4500,200,12000,,200.0
501,,,-99999.0,0.2,4500,200,15000,,200.0
502,,,-99999.0,0.2,4500,200,20000,,200.0
503,,,-99999.0,0.2,4500,200,30000,,200.0
504,,,-99999.0,0.2,4500,200,40000,,200.0
505,,,-99999.0,0.2,6000,0,100,,100.0
506,,,-99999.0,0.2,6000,0,200,,200.0
507,,,-99999.0,0.2,6000,0,700,,700.0
508,,,-99999.0,0.2,6000,0,1100,,1100.0
509,,,-99999.0,0.2,6000,0,2000,,2000.0
510,,,-99999.0,0.2,6000,0,2300,,2300.0
511,,,-99999.0,0.2,6000,0,2400,,2400.0
512,,,-99999.0,0.2,6000,0,2500,,2500.0
513,,,-99999.0,0.2,6000,0,3000,,3000.0
514,,,-99999.0,0.2,6000,0,3200,,3200.0
515,,,-99999.0,0.2,6000,0,3400,,3400.0
516,,,-99999.0,0.2,6000,0,3600,,4000.0
517,,,-99999.0,0.2,6000,0,3800,,4000.0
518,,,-99999.0,0.2,6000,0,4000,,4000.0
519,,,-99999.0,0.2,6000,0,4500,,4500.0
520,,,-99999.0,0.2,6000,0,5000,,5000.0
